date,max_temperature,avg_hourly_temperature,avg_temperature,min_temperature,max_humidex,min_windchill,max_relative_humidity,avg_hourly_relative_humidity,avg_relative_humidity,min_relative_humidity,max_dew_point,avg_hourly_dew_point,avg_dew_point,min_dew_point,max_wind_speed,avg_hourly_wind_speed,avg_wind_speed,min_wind_speed,max_wind_gust,wind_gust_dir_10s,max_pressure_sea,avg_hourly_pressure_sea,avg_pressure_sea,min_pressure_sea,max_pressure_station,avg_hourly_pressure_station,avg_pressure_station,min_pressure_station,max_visibility,avg_hourly_visibility,avg_visibility,min_visibility,max_health_index,avg_hourly_health_index,avg_health_index,min_health_index,heatdegdays,cooldegdays,growdegdays_5,growdegdays_7,growdegdays_10,precipitation,rain,snow,snow_on_ground,sunrise,sunset,daylight,sunrise_f,sunset_f,min_uv_forecast,max_uv_forecast,min_high_temperature_forecast,max_high_temperature_forecast,min_low_temperature_forecast,max_low_temperature_forecast,solar_radiation,max_cloud_cover_4,avg_hourly_cloud_cover_4,avg_cloud_cover_4,min_cloud_cover_4,max_cloud_cover_8,avg_hourly_cloud_cover_8,avg_cloud_cover_8,min_cloud_cover_8,max_cloud_cover_10,avg_hourly_cloud_cover_10,avg_cloud_cover_10,min_cloud_cover_10
2021-01-20,-2.7,-6.86,-6.3,-9.9,,-15,85,75,75.5,66,-6.9,-10.6,-9.9,-12.9,28,15.58,18,8,46,20,102.08,101.61,101.42,100.75,98.07,97.63,97.44,96.81,16100,16100,16100,16100,2.2,2,2,1.8,24.3,0,0,0,0,0,0,0,8,07:49:00,17:17:00,9.47,7.82,17.28,1,1,-6,-6,-6,-6,,4,3.2,2,0,,,,,,,,
2021-01-19,-1.4,-2.92,-3.34,-5.3,,-11,95,80.1,81,67,-2.7,-5.9,-5.7,-8.6,35,21.08,23,11,52,25,101.7,101.52,101.49,101.28,97.75,97.58,97.56,97.36,16100,13483.3,9250,2400,2.3,2.1,2,1.8,21.3,0,0,0,0,0.4,0,0,8,07:49:00,17:16:00,9.45,7.82,17.27,,,-4,-3,-11,-11,,4,3.8,3,2,,,,,,,,
2021-01-18,-0.3,-2.44,-2.75,-5.2,,-8,97,89.5,88.5,80,-2.6,-4,-4.1,-5.6,21,8.25,10.5,0,32,28,101.34,100.87,100.86,100.39,97.41,96.95,96.96,96.5,16100,14562.5,10450,4800,2.1,2,2,1.8,20.8,0,0,0,0,0.2,0,4,5,07:50:00,17:15:00,9.42,7.83,17.25,1,1,0,0,-5,-5,,4,3.8,2.5,1,,,,,,,,
2021-01-17,1.2,-0.03,-1.1,-3.4,,-7,94,89,88,82,-0.4,-1.7,-1.9,-3.4,26,17.33,17,8,42,25,100.42,100.21,100.15,99.88,96.54,96.34,96.28,96.02,16100,14525,10050,4000,2.1,1.8,1.8,1.5,19.1,0,0,0,0,0,0,0,5,07:51:00,17:14:00,9.38,7.85,17.23,1,1,0,1,-7,-5,,4,4,4,4,,,,,,,,
2021-01-16,1.4,-0.63,-0.75,-2.9,,-8,97,86.8,87,77,-0.5,-2.6,-2.5,-4.5,26,14.33,13,0,37,27,100.39,100.1,100.13,99.87,96.52,96.23,96.26,96.01,16100,14562.5,11250,6400,2.3,2.1,2.1,1.9,18.8,0,0,0,0,0,0,0,5,07:51:00,17:12:00,9.35,7.85,17.2,1,1,0,0,-2,-1,,4,3.5,2,0,,,,,,,,
2021-01-15,2.4,1.43,1.3,0.2,,,98,92.9,92,86,1,0.4,0.3,-0.4,34,22.88,21,8,46,10,100.87,100.51,100.54,100.21,96.99,96.64,96.67,96.35,16100,9054.2,10450,4800,3,2.5,2.5,1.9,16.7,0,0,0,0,2.5,1.6,0,5,07:52:00,17:11:00,9.32,7.87,17.18,1,1,1,1,-2,0,,4,3.5,2,0,,,,,,,,
2021-01-14,2.6,0.85,0.55,-1.5,,-3,97,91.9,89,81,0.9,-0.4,-0.4,-1.6,18,8.46,9,0,32,11,100.95,100.83,100.81,100.66,97.05,96.93,96.91,96.77,9700,6220.8,6250,2800,4.3,3.4,3.2,2.2,17.4,0,0,0,0,0,0,0,5,07:52:00,17:10:00,9.3,7.87,17.17,1,1,3,3,0,1,,4,4,4,4,,,,,,,,
2021-01-13,0.9,-0.47,-0.8,-2.5,,-7,98,90.5,91.5,85,-0.9,-1.9,-2,-3.1,28,16.17,18.5,9,41,23,101.62,101.03,101.14,100.66,97.67,97.11,97.22,96.77,9700,7737.5,6050,2400,2.5,2.3,2.3,2.1,18.8,0,0,0,0,0,0,0,5,07:53:00,17:09:00,9.27,7.88,17.15,,,2,3,-1,0,,4,3.7,2,0,,,,,,,,
2021-01-12,-2.5,-3.15,-3.25,-4,,-10,98,92.8,91,84,-2.9,-4.2,-4.2,-5.5,22,14.58,15.5,9,28,24,102.05,101.9,101.86,101.67,98.07,97.93,97.89,97.72,9700,5373.9,5650,1600,2.7,2.2,2.2,1.7,21.2,0,0,0,0,0,0,0,5,07:53:00,17:08:00,9.25,7.88,17.13,1,1,-2,-1,-5,-4,,4,4,4,4,,,,,,,,
2021-01-11,-1.7,-4.01,-4.89,-8.1,,-11,97,88.2,86,75,-3.2,-5.7,-5.8,-8.4,35,13.75,17.5,0,39,27,102.58,102.26,102.3,102.02,98.58,98.26,98.31,98.04,16100,7895.8,8650,1200,3.6,3,3,2.4,22.9,0,0,0,0,0,0,0,5,07:53:00,17:07:00,9.23,7.88,17.12,1,1,-2,-2,-5,-4,,4,3.6,2.5,1,,,,,,,,
2021-01-10,0.1,-4.29,-4.55,-9.2,,-12,96,88.7,86,76,-3.2,-6,-6.5,-9.8,21,8.88,12.5,4,,,102.73,102.6,102.56,102.38,98.72,98.59,98.56,98.39,16100,14137.5,9450,2800,3.2,2.4,2.5,1.9,22.6,0,0,0,0,0,0,0,5,07:54:00,17:05:00,9.18,7.9,17.08,1,1,-2,-1,-5,-4,,4,2,2,0,,,,,,,,
2021-01-09,2.1,-3.74,-3.5,-9.1,,-12,93,70.3,67.5,42,-6.5,-8.7,-8.9,-11.3,18,11.42,11.5,5,,,102.45,102.29,102.27,102.1,98.44,98.29,98.26,98.09,16100,16100,16100,16100,2.3,2.2,2.1,2,21.5,0,0,0,0,0,0,0,10,07:54:00,17:04:00,9.17,7.9,17.07,2,2,1,1,-7,-7,,4,0.7,2,0,,,,,,,,
2021-01-08,-3.6,-7.72,-7.55,-11.5,,-17,94,76.5,72.5,51,-9.9,-11.4,-11.6,-13.3,13,8.75,8.5,4,,,102.5,102.29,102.3,102.1,98.48,98.26,98.28,98.08,16100,16100,16100,16100,2.8,2.1,2.2,1.7,25.6,0,0,0,0,0,0,0,10,07:54:00,17:03:00,9.15,7.9,17.05,2,2,-4,-4,-8,-6,,4,1,2,0,,,,,,,,
2021-01-07,-0.4,-3.4,-5.1,-9.8,,-13,95,77.5,77,59,-4.1,-6.9,-6.9,-9.7,24,13.04,14,4,42,36,102.82,102.66,102.67,102.53,98.82,98.67,98.67,98.51,16100,16100,16100,16100,2,1.8,1.8,1.7,23.1,0,0,0,0,0,0,0,10,07:54:00,17:02:00,9.13,7.9,17.03,1,1,-2,-1,-11,-9,,4,1.7,2,0,,,,,,,,
2021-01-06,1.2,-0.84,-1.1,-3.4,,-8,96,83.1,86.5,77,-2.1,-3.4,-3.9,-5.6,24,12.29,14,4,35,35,102.66,102.44,102.38,102.1,98.67,98.46,98.41,98.15,16100,14325,9650,3200,2.6,2.2,2.2,1.9,19.1,0,0,0,0,0,0,0,10,07:55:00,17:01:00,9.1,7.92,17.02,,,0,0,-4,-4,,4,3.3,2,0,,,,,,,,
2021-01-05,0.9,-0.62,-0.4,-1.7,,-4,99,93.3,92.5,86,-0.5,-1.6,-1.8,-3,11,5.17,5.5,0,,,102.06,101.62,101.71,101.36,98.11,97.69,97.78,97.44,16100,7287.5,9050,2000,2.8,2.5,2.6,2.4,18.4,0,0,0,0,0,0,0,10,07:55:00,17:00:00,9.08,7.92,17,,,-1,-1,-6,-2,,4,4,4,4,,,,,,,,
2021-01-04,0.6,-0.43,-0.35,-1.3,,-6,97,91.8,91,85,-0.9,-1.6,-1.5,-2.1,15,7.79,7.5,0,,,101.82,101.61,101.6,101.37,97.88,97.67,97.66,97.45,16100,11808.3,10450,4800,2.8,2.4,2.5,2.1,18.4,0,0,0,0,0,,,,07:55:00,16:59:00,9.07,7.92,16.98,,,-1,-1,-5,-5,,4,4,4,4,,,,,,,,
2021-01-03,0.3,-0.97,-1.1,-2.5,,-7,98,95.2,94,90,-1,-1.6,-2.1,-3.2,18,9.67,9,0,,,101.84,101.51,101.54,101.24,97.89,97.58,97.61,97.32,16100,9004.2,8450,800,2.6,2.2,2.3,2,19.1,0,0,0,0,2.8,0,0,10,07:55:00,16:58:00,9.05,7.92,16.97,1,1,1,1,-4,-1,,4,4,4,4,,,,,,,,
2021-01-02,0.2,-1.39,-1.9,-4,,-8,99,91.9,90.5,82,-0.2,-2.6,-2.2,-4.3,21,10.46,10.5,0,33,35,102.07,101.57,101.31,100.56,98.1,97.64,97.38,96.67,16100,14087.5,8850,1600,2.4,1.9,2,1.7,19.9,0,0,0,0,6,0,5,5,07:55:00,16:57:00,9.03,7.92,16.95,2,2,1,1,-6,0,,4,3.8,2.5,1,,,,,,,,
2021-01-01,0.1,-3.67,-5.35,-10.8,,-12,99,90.6,86,73,-0.4,-5,-5.8,-11.3,34,17.46,17,0,45,9,103.18,102.32,101.99,100.8,99.14,98.32,98.02,96.9,16100,10808.3,8650,1200,3.9,2.6,2.8,1.7,23.4,0,0,0,0,5,8.4,4,3,07:55:00,16:57:00,9.03,7.92,16.95,1,1,-1,-1,-1,0,,4,2.3,2,0,,,,,,,,
2020-12-31,-0.4,-2.16,-4.4,-8.4,,-10,97,78.4,81.5,66,-3.9,-5.5,-6.4,-8.9,35,16.67,17.5,0,54,27,103.09,102.33,102.15,101.22,99.06,98.36,98.18,97.31,16100,15262.5,10050,4000,2.9,2.1,2.4,1.9,22.4,0,0,0,0,0,0,0,2,07:55:00,16:56:00,9.02,7.92,16.93,1,1,-1,0,-11,-10,,4,3.3,2,0,,,,,,,,
2020-12-30,3.7,-0.41,-1.4,-6.5,,-11,97,88.6,86,75,2.8,-2.1,-3.4,-9.6,37,24.29,24,11,63,28,102.88,101.46,101.83,100.79,98.85,97.51,97.87,96.89,16100,14258.3,8850,1600,2.3,2,2,1.6,19.4,0,0,0,0,10,8,0,5,07:55:00,16:55:00,9,7.92,16.92,,,3,3,-3,-2,,4,4,4,4,,,,,,,,
2020-12-29,-3.6,-6.26,-7.55,-11.5,,-14,91,74.9,74.5,58,-6.2,-10.2,-9.4,-12.6,30,14.42,15,0,45,27,103.47,103.18,102.99,102.52,99.43,99.14,98.98,98.53,16100,14943.5,9250,2400,2.5,2,2.2,1.9,25.6,0,0,0,0,2,0,2,5,07:54:00,16:54:00,9,7.9,16.9,1,1,-4,-3,-9,-9,,4,2.1,2,0,,,,,,,,
2020-12-28,3.6,-0.09,-0.3,-4.2,,-11,97,82.1,77.5,58,2.8,-2.9,-3.8,-10.3,43,27.67,29,15,65,27,102.47,101.48,101.45,100.43,98.49,97.56,97.52,96.55,16100,14358.3,10450,4800,2.3,2,2,1.8,18.3,0,0,0,0,7.5,0,0,5,07:54:00,16:53:00,8.98,7.9,16.88,,,1,2,-7,-6,,4,3.6,2,0,,,,,,,,
2020-12-27,2.6,-2.2,-0.95,-4.5,,-11,89,83,82.5,76,0.1,-4.7,-3.3,-6.7,26,17.96,15,4,39,12,102.03,101.61,101.45,100.87,98.05,97.65,97.51,96.97,16100,15900,13700,11300,2.6,2.2,2.2,1.9,18.9,0,0,0,0,2.1,10.2,0,15,07:54:00,16:53:00,8.98,7.9,16.88,1,1,0,0,-1,2,,4,3.3,2,0,,,,,,,,
2020-12-26,-3.7,-5.32,-5.5,-7.3,,-16,91,87.3,86.5,82,-5.4,-7.1,-7.2,-8.9,35,25.25,26,17,52,24,101.54,100.9,100.89,100.23,97.56,96.95,96.94,96.32,16100,9445.8,9050,2000,2.1,1.9,1.9,1.7,23.5,0,0,0,0,0,0,2,15,07:54:00,16:52:00,8.97,7.9,16.87,1,1,-4,-3,-8,-8,,4,4,4,4,,,,,,,,
2020-12-25,-2.3,-4.42,-4.55,-6.8,,-15,94,89,87.5,81,-4.4,-6,-6.3,-8.2,35,24.54,26,17,54,26,100.28,100.09,100.08,99.88,96.39,96.19,96.19,95.99,16100,5120.8,9050,2000,1.6,1.4,1.4,1.2,22.6,0,0,0,0,2.9,0,5,10,07:53:00,16:51:00,8.97,7.88,16.85,,,-4,-4,-6,-6,,4,4,3.5,3,,,,,,,,
2020-12-24,8.7,1.54,2.09,-4.5,,-11,96,88.5,87,78,7,-0.2,0.5,-6,37,22.54,25,13,65,18,100.6,100.41,100.36,100.12,96.74,96.55,96.52,96.3,16100,8845.8,8850,1600,2.1,1.7,1.8,1.4,15.9,0,0,0,0,6,0,12,0,07:53:00,16:51:00,8.97,7.88,16.85,1,1,4,5,-4,5,,4,4,4,4,,,,,,,,
2020-12-23,6.7,2.77,2.65,-1.4,,-6,90,74.2,71.5,53,2.8,-1.6,-0.6,-4.1,30,19.79,19,8,50,16,102.34,101.63,101.54,100.74,98.38,97.71,97.63,96.88,16100,15966.7,14500,12900,1.9,1.8,1.8,1.6,15.3,0,0,0,0,2.3,4.2,0,0,07:53:00,16:50:00,8.95,7.88,16.83,1,1,5,5,5,6,,4,3.2,2,0,,,,,,,,
2020-12-22,1.2,-0.38,-0.6,-2.4,,-7,99,85.2,87,75,0,-2.6,-2.2,-4.5,34,18,19.5,5,58,29,102.38,101.57,101.41,100.45,98.42,97.64,97.5,96.58,16100,12425,9450,2800,2.7,2,2.2,1.8,18.6,0,0,0,0,0,,,,07:52:00,16:50:00,8.97,7.87,16.83,1,1,0,0,-3,-2,,4,3.3,2,0,,,,,,,,
2020-12-21,3,0.43,-0.19,-3.4,,-7,99,90.7,89.5,80,0.1,-0.9,-2,-4.1,17,8.75,8.5,0,,,100.91,100.6,100.66,100.4,97.01,96.71,96.76,96.52,16100,9595.8,9050,2000,2.5,2.1,2.1,1.8,18.2,0,0,0,0,0,0,0,0,07:52:00,16:49:00,8.95,7.87,16.82,,,1,1,-2,-2,,4,3.6,2,0,,,,,,,,
2020-12-20,3.1,1.14,0.19,-2.7,,-6,100,93.2,88,76,2.1,0.1,-0.8,-3.6,30,14.67,19,8,45,25,101.56,101.14,101.23,100.9,97.64,97.24,97.33,97.01,16100,7791.7,8250,400,2.3,1.9,1.8,1.4,17.8,0,0,0,0,0.2,0,0,0,07:51:00,16:49:00,8.97,7.85,16.82,,,2,2,-1,-1,,4,3.6,2,0,,,,,,,,
2020-12-19,0.7,-0.64,-1.04,-2.8,,-7,99,91.6,91.5,84,0.1,-1.9,-2.2,-4.4,22,13.96,13.5,5,32,17,102.68,102.16,102.14,101.61,98.68,98.2,98.19,97.69,16100,11558.3,8650,1200,2.5,2.2,2.1,1.8,19,0,0,0,0,1.4,2.2,2,2,07:51:00,16:48:00,8.95,7.85,16.8,,,0,0,1,1,,4,3.9,3.5,3,,,,,,,,
2020-12-18,-1.4,-5.55,-7.25,-13.1,,-15,88,74.5,72.5,57,-5,-9.5,-9.5,-14,13,7.04,6.5,0,,,103.1,102.87,102.81,102.52,99.04,98.83,98.76,98.49,16100,16100,16100,16100,2.7,2.4,2.3,1.9,25.2,0,0,0,0,0,0,0,3,07:50:00,16:48:00,8.97,7.83,16.8,1,1,-2,-2,-5,-5,,4,1.8,2,0,,,,,,,,
2020-12-17,-4.4,-7.35,-7.9,-11.4,,-15,93,85.3,84.5,76,-7.7,-9.4,-9.8,-11.9,22,10.96,13,4,32,7,102.53,102.08,102.1,101.67,98.49,98.07,98.08,97.67,16100,14762.5,10450,4800,2.6,2,2.2,1.8,25.9,0,0,0,0,0,0,0,3,07:49:00,16:47:00,8.97,7.82,16.78,1,1,-4,-4,-11,-10,,4,3.5,2,0,,,,,,,,
2020-12-16,-4.1,-6.88,-6.3,-8.5,,-16,93,82.7,78.5,64,-7.4,-9.4,-10.7,-13.9,37,25.5,27.5,18,65,9,102.92,102.27,102.31,101.7,98.88,98.25,98.29,97.71,16100,14558.3,10450,4800,2.2,1.9,1.9,1.6,24.3,0,0,0,0,0,0,3,0,07:49:00,16:47:00,8.97,7.82,16.78,1,1,-4,-4,-9,-9,,4,3.1,2,0,,,,,,,,
2020-12-15,-3.7,-5.58,-5.94,-8.2,,-15,81,71.1,73,65,-8.8,-10,-10.2,-11.6,24,13.67,14.5,5,39,29,103,102.82,102.67,102.34,98.96,98.8,98.65,98.35,16100,15695.8,11250,6400,1.8,1.7,1.6,1.5,23.9,0,0,0,0,0,0,0,0,07:48:00,16:47:00,8.98,7.8,16.78,1,1,-2,-2,-10,-6,,4,2.3,2,0,,,,,,,,
2020-12-14,0.4,-1.73,-1.8,-4,,-11,88,78.2,76.5,65,-3.3,-5.1,-6.1,-8.9,37,20.75,20.5,4,59,28,102.32,101.69,101.83,101.35,98.34,97.75,97.88,97.43,16100,15025,8850,1600,2.1,1.8,1.8,1.5,19.8,0,0,0,0,0,0,0,0,07:47:00,16:47:00,9,7.78,16.78,1,1,-2,-2,-8,-6,,4,3.7,2,0,,,,,,,,
2020-12-13,2.7,-0.53,0.55,-1.6,,-9,91,83.7,85.5,80,1.4,-3,-1.4,-4.2,35,22.33,23,11,52,29,102.01,101.62,101.39,100.76,98.06,97.7,97.47,96.89,16100,15700,13700,11300,1.7,1.5,1.4,1.2,17.4,0,0,0,0,0,0,0,0,07:46:00,16:46:00,9,7.77,16.77,1,1,0,0,-2,-2,,4,4,4,4,,,,,,,,
2020-12-12,9.3,4.59,5.7,2.1,,,100,95,90.5,81,8.1,3.8,4.9,1.7,35,24.29,23,11,52,21,101.75,100.93,101.03,100.3,97.86,97.06,97.17,96.47,16100,6804.2,8350,600,3.2,2.1,2.4,1.5,12.3,0,0.7,0,0,11.3,9.7,0,0,07:46:00,16:46:00,9,7.77,16.77,,,6,6,0,0,,4,3.7,2,0,,,,,,,,
2020-12-11,8.6,2.35,2.65,-3.3,,-5,100,91.2,87,74,4.3,1,0.4,-3.4,15,7.08,7.5,0,,,101.81,101.61,101.64,101.48,97.89,97.69,97.73,97.57,11300,5329.2,5850,400,3.4,2.8,2.8,2.2,15.3,0,0,0,0,0,1.6,0,2,07:45:00,16:46:00,9.02,7.75,16.77,1,2,7,7,2,2,,3,0.7,1.5,0,,,,,,,,
2020-12-10,5.7,1.68,1.4,-2.9,,-6,98,88.8,85.5,73,1.3,0,-0.6,-2.4,22,10,13.5,5,,,101.99,101.78,101.67,101.36,98.07,97.86,97.76,97.46,16100,14354.2,10450,4800,2.4,2,2,1.6,16.6,0,0,0,0,0,0,0,4,07:44:00,16:46:00,9.03,7.73,16.77,2,2,5,5,0,1,,4,2.1,2,0,,,,,,,,
2020-12-09,2.9,1.21,1.3,-0.3,,-6,97,89.5,90,83,1.2,-0.3,-0.8,-2.7,28,20.04,20.5,13,41,24,101.3,100.74,100.9,100.5,97.4,96.85,97.01,96.61,16100,10650,9050,2000,2.8,2.2,2.2,1.7,16.7,0,0,0,0,0,2.8,0,4,07:43:00,16:46:00,9.05,7.72,16.77,1,1,4,4,1,1,,4,4,3.5,3,,,,,,,,
2020-12-08,0.5,-3.14,-4.25,-9,,-14,96,83.7,84.5,73,-2.2,-5.6,-5.8,-9.4,30,17.79,19,8,45,23,101.6,101.34,101.19,100.78,97.64,97.39,97.26,96.88,16100,15700,13700,11300,2.7,1.9,2.1,1.6,22.2,0,0,0,0,0,0,0,4,07:42:00,16:46:00,9.07,7.7,16.77,1,2,1,1,-1,-1,,4,2.6,2,0,,,,,,,,
2020-12-07,-0.6,-4.59,-5.65,-10.7,,-14,95,81.4,81.5,68,-6,-7.4,-8.3,-10.6,30,15.58,17,4,41,32,101.53,101.43,101.39,101.25,97.58,97.47,97.44,97.3,16100,16100,16100,16100,2.2,1.9,2,1.8,23.6,0,0,0,0,0,0,0,4,07:41:00,16:46:00,9.08,7.68,16.77,1,1,-2,-1,-9,-9,,4,1.4,2,0,,,,,,,,
2020-12-06,-1.7,-3.96,-4.84,-8,,-11,94,80.6,82.5,71,-5.9,-6.8,-7,-8.2,21,13.25,14.5,8,32,35,101.85,101.74,101.72,101.59,97.86,97.77,97.74,97.63,16100,16100,16100,16100,2,1.8,1.8,1.5,22.8,0,0,0,0,0,0,0,4,07:40:00,16:46:00,9.1,7.67,16.77,1,1,-1,-1,-8,-8,,4,2.6,2,0,,,,,,,,
2020-12-05,0.6,-1.94,-1.85,-4.3,,-12,95,85.9,86.5,78,-0.6,-4,-3.6,-6.6,28,18.21,18.5,9,37,35,101.9,101.68,101.62,101.34,97.94,97.74,97.69,97.43,16100,16100,16100,16100,2,1.5,1.7,1.4,19.9,0,0,0,0,0,0,0,5,07:39:00,16:46:00,9.12,7.65,16.77,1,1,0,0,-6,-5,,4,3.9,3.5,3,,,,,,,,
2020-12-04,1.7,0.93,0.5,-0.7,,,96,90.2,86,76,0.2,-0.5,-1,-2.2,26,15.88,13,0,41,22,101.32,101.14,101.15,100.99,97.41,97.23,97.26,97.1,16100,10733.3,9050,2000,2.5,2.3,2.3,2.1,17.5,0,0,0,0,1.7,0,0,6,07:38:00,16:47:00,9.15,7.63,16.78,,,1,1,-4,-3,,4,3.9,3.5,3,,,,,,,,
2020-12-03,2.9,0.42,0.05,-2.8,,-8,76,69.9,70,64,-2.3,-4.5,-4.8,-7.4,32,22.17,24.5,17,48,25,101.81,101.57,101.53,101.25,97.87,97.64,97.61,97.35,16100,16100,16100,16100,2.4,2.1,2,1.7,17.9,0,0,0,0,0,,,,07:37:00,16:47:00,9.17,7.62,16.78,1,1,2,2,-1,-1,,4,1.5,2,0,,,,,,,,
2020-12-02,3,-0.6,-0.3,-3.6,,-10,86,73.3,74.5,63,-2.7,-4.9,-4.5,-6.4,35,25.71,24,13,61,31,101.95,101.53,101.31,100.68,98,97.59,97.39,96.78,16100,16100,16100,16100,2.1,1.9,1.8,1.5,18.3,0,0,0,0,0,0,0,12,07:36:00,16:47:00,9.18,7.6,16.78,2,2,1,4,-2,-1,,4,1.1,2,0,,,,,,,,
2020-12-01,-0.9,-1.62,-1.65,-2.4,,-9,95,89.1,88.5,82,-1.8,-3.2,-3,-4.2,34,22.83,24.5,15,45,33,100.63,100.12,100.28,99.93,96.73,96.25,96.39,96.06,16100,8229.2,8850,1600,1.6,1.4,1.4,1.1,19.6,0,0,0,0,4.6,0,4,10,07:35:00,16:47:00,9.2,7.58,16.78,,,-1,0,-1,-1,,4,4,4,4,,,,,,,,
2020-11-30,4.9,1.43,1.65,-1.6,,-7,97,92.5,88.5,80,2.2,0.3,0.2,-1.9,30,15.17,17,4,50,34,101.05,100.35,100.49,99.93,97.17,96.49,96.62,96.08,16100,12808.3,9450,2800,2.4,1.8,1.7,1,16.4,0,0,0,0,11.4,9.4,10,0,07:34:00,16:48:00,9.23,7.57,16.8,,,2,4,-1,-1,,4,3.5,2,0,,,,,,,,
2020-11-29,9.5,3.75,3.85,-1.8,,-4,86,76.1,74.5,63,3.1,-0.2,0.2,-2.8,24,14.75,14,4,35,21,101.7,101.47,101.41,101.12,97.79,97.58,97.52,97.25,16100,16100,16100,16100,2.2,1.8,1.9,1.6,14.2,0,0,0,0,0,0,0,0,07:33:00,16:48:00,9.25,7.55,16.8,1,2,7,7,2,2,,4,0.4,2,0,,,,,,,,
2020-11-28,5.8,2.75,2.9,0,,,92,72.6,71.5,51,2.4,-1.9,-0.8,-4.1,30,21.42,21.5,13,45,23,101.85,101.68,101.64,101.44,97.94,97.78,97.75,97.55,16100,16033.3,15300,14500,1.9,1.7,1.8,1.6,15.1,0,0,0,0,0,0,0,0,07:32:00,16:48:00,9.27,7.53,16.8,1,1,5,5,-2,-1,,4,1.3,2,0,,,,,,,,
2020-11-27,6.1,4.99,4.8,3.5,,,94,86.4,86.5,79,3.6,2.9,2.8,1.9,22,14.29,15.5,9,,,101.88,101.7,101.67,101.46,97.98,97.81,97.78,97.58,16100,15233.3,12900,9700,1.8,1.6,1.6,1.3,13.2,0,0,0,0,0,,,,07:31:00,16:49:00,9.3,7.52,16.82,1,1,6,6,0,0,,4,4,4,4,,,,,,,,
2020-11-26,9.2,6.41,6.69,4.2,,,100,96.9,93.5,87,8.9,6,6.5,4,28,14.17,14,0,37,27,101.78,101.25,101.28,100.78,97.9,97.38,97.41,96.92,16100,8912.5,8150,200,2.1,1.6,1.7,1.3,11.3,0,1.7,0,0,1.1,,,,07:29:00,16:49:00,9.33,7.48,16.82,1,1,8,9,3,4,,4,4,4,4,,,,,,,,
2020-11-25,6.6,2.64,3.3,0,,-4,100,98.9,96.5,93,5.8,2.5,2.8,-0.3,17,9.33,8.5,0,,,102.03,101.55,101.52,101.01,98.08,97.63,97.61,97.14,12900,3845.8,6550,200,2.4,1.9,2,1.6,14.7,0,0,0,0,7,8.6,0,6,07:28:00,16:50:00,9.37,7.47,16.83,1,1,5,5,4,5,,4,4,4,4,,,,,,,,
2020-11-24,2,-1.06,-0.5,-3,,-7,97,80.9,83,69,-0.4,-4,-3.5,-6.7,22,14.35,11,0,28,31,103.01,102.66,102.53,102.04,99.01,98.68,98.55,98.09,16100,14978.3,11250,6400,2.3,1.7,1.9,1.5,18.5,0,0,0,0,0,0,0,8,07:27:00,16:51:00,9.4,7.45,16.85,1,1,0,0,-1,0,,4,3.2,2,0,,,,,,,,
2020-11-23,2.3,0.29,-0.3,-2.9,,-7,97,89.6,87,77,0.7,-1.3,-1,-2.8,30,17.54,19,8,46,29,102.59,102.13,102.13,101.68,98.63,98.19,98.18,97.74,16100,14154.2,9650,3200,1.9,1.6,1.6,1.3,18.3,0,0,0,0,0.2,0,0,15,07:26:00,16:51:00,9.42,7.43,16.85,1,1,3,3,-6,-2,,4,3.5,2.5,1,,,,,,,,
2020-11-22,-0.1,-1.61,-3.65,-7.2,,-9,98,93.9,90.5,83,-0.5,-2.5,-4.2,-7.8,22,11.42,11,0,32,7,103.36,102.41,102.47,101.58,99.34,98.43,98.49,97.65,16100,8254.2,8450,800,2.8,1.9,2,1.3,21.6,0,0,0,0,14.2,0,12,5,07:25:00,16:52:00,9.45,7.42,16.87,,,0,0,-2,-2,,4,3.3,2,0,,,,,,,,
2020-11-21,4.1,1.01,-1.45,-7,,-8,95,74.7,76,57,0.7,-3.1,-3.4,-7.4,22,11.92,11,0,39,35,103.42,103.21,103.07,102.72,99.41,99.25,99.12,98.83,16100,16100,16100,16100,2.6,1.7,2,1.4,19.4,0,0,0,0,0,0,5,0,07:23:00,16:53:00,9.5,7.38,16.88,1,1,4,4,-5,-5,,4,2.7,2,0,,,,,,,,
2020-11-20,16.6,11,10.15,3.7,,,87,58.9,66,45,5.7,2.9,2.7,-0.3,34,24.08,24.5,15,54,24,102.67,102.05,102.22,101.77,98.78,98.19,98.35,97.92,16100,16100,16100,16100,2.4,2.1,2,1.7,7.8,0,5.2,3.1,0.2,0,0,0,0,07:22:00,16:53:00,9.52,7.37,16.88,2,2,15,15,0,0,,4,1.9,2,0,,,,,,,,
2020-11-19,12.8,8.14,6.55,0.3,,,79,56.4,61,43,1.6,-0.4,-0.5,-2.6,37,25.17,25,13,58,22,102.71,101.95,102.15,101.6,98.75,98.05,98.24,97.73,16100,16100,16100,16100,2.3,2,2,1.8,11.4,0,1.6,0,0,0,0,0,0,07:21:00,16:54:00,9.55,7.35,16.9,2,2,10,10,8,8,,4,0.5,2,0,,,,,,,,
